Sample	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15
OTU_14721	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1
OTU_14733	0	0	0	0	0	0	3	0	1	3	0	1	0	0	0
OTU_14760	0	0	0	0	1	0	0	0	0	0	0	2	4	1	0
OTU_14790	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_14792	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
OTU_14815	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0
OTU_14843	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2
OTU_14876	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0
OTU_14885	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0
OTU_14928	0	0	0	0	0	0	1	0	0	0	3	3	1	0	0
OTU_14974	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0
OTU_15045	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0
OTU_15050	0	0	2	0	0	0	0	1	0	0	0	2	0	3	0
OTU_15080	0	0	1	0	0	0	0	0	3	4	0	0	0	0	0
OTU_15131	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
OTU_15138	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_15160	0	0	0	0	0	0	0	0	0	0	1	1	1	0	5
OTU_15186	0	0	0	0	0	0	0	0	0	0	2	1	1	0	4
OTU_15197	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0
OTU_15211	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_15220	0	0	0	0	4	0	0	1	1	0	0	0	1	1	0
OTU_15256	0	0	5	0	0	0	0	1	0	1	1	0	0	0	0
OTU_1533	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_154	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_1584	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0
OTU_1686	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0
OTU_1722	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0
OTU_1819	0	0	0	2	2	0	0	0	0	1	1	0	0	2	0
OTU_1986	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2149	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1
OTU_2249	0	0	0	0	0	0	1	0	0	0	4	0	1	2	0
OTU_2450	0	0	0	0	0	1	0	1	0	0	5	0	1	0	0
OTU_2547	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
OTU_2720	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2830	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1
OTU_2877	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_2968	0	0	1	0	0	0	3	0	0	0	0	1	0	1	2
OTU_3003	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_3011	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_3270	0	0	1	1	0	0	0	4	0	2	0	0	0	0	0
OTU_3751	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0
OTU_3800	0	0	0	0	0	0	0	2	2	1	0	3	0	0	0
OTU_3833	0	0	0	0	0	0	0	3	1	0	0	4	0	0	0
OTU_3962	0	0	0	0	1	1	1	0	3	0	0	2	0	0	0
OTU_4151	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0
OTU_4183	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0
OTU_4206	0	0	0	0	0	1	0	0	0	0	1	1	5	0	0
OTU_4213	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0
OTU_4461	0	0	0	0	0	0	0	1	0	0	0	1	3	3	0
OTU_4468	4	0	0	0	3	0	0	0	0	1	0	0	0	0	0
OTU_4482	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0
OTU_4599	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0
OTU_4624	0	0	0	0	0	0	1	1	0	0	1	1	0	3	1
OTU_4802	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0
OTU_4807	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0
OTU_4808	0	0	0	0	1	0	0	0	0	0	0	2	4	1	0
OTU_4960	0	0	0	0	0	0	0	1	0	0	0	4	1	2	0
OTU_5066	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0
OTU_5327	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_5344	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0
OTU_5348	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5
OTU_5429	0	0	0	0	0	0	0	0	0	0	0	3	1	1	3
OTU_5484	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0
OTU_5486	0	0	2	0	0	0	3	2	0	0	0	1	0	0	0
OTU_5530	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0
OTU_5565	0	0	0	0	0	0	0	2	2	0	0	0	1	2	1
OTU_5566	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0
OTU_5621	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5657	0	0	0	0	0	0	0	0	1	0	2	2	0	2	1
OTU_5984	0	0	3	0	0	0	0	1	3	1	0	0	0	0	0
OTU_5995	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6231	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_6234	0	0	0	4	0	0	0	0	0	0	0	3	0	0	1
OTU_6299	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0
OTU_6385	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0
OTU_6451	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
OTU_6500	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0
OTU_6635	0	0	3	0	0	1	2	1	0	0	0	0	1	0	0
OTU_6680	0	0	0	0	0	2	0	0	0	0	0	0	3	1	2
OTU_6781	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_6812	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0
OTU_6834	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0
OTU_6900	0	0	0	0	0	0	0	1	0	1	3	0	0	0	3
OTU_6951	0	0	0	0	3	0	0	1	1	3	0	0	0	0	0
OTU_6954	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_6958	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0
OTU_7049	0	0	0	0	0	0	0	0	1	1	0	0	0	1	5
OTU_7057	0	0	0	0	1	2	0	0	1	0	0	4	0	0	0
OTU_7074	0	0	0	0	0	0	1	0	3	2	0	0	0	1	1
OTU_7083	0	0	2	0	0	0	0	3	0	0	2	0	1	0	0
OTU_7110	0	0	0	0	0	0	1	0	0	0	3	0	1	1	2
OTU_7157	0	0	0	0	0	0	0	0	0	0	1	2	1	3	1
OTU_7243	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7267	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_7340	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
OTU_7680	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
OTU_7929	0	0	0	0	0	1	1	0	0	0	3	0	2	0	1
OTU_7962	0	4	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_7970	0	0	3	0	0	1	0	0	0	0	0	2	0	2	0
OTU_7990	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1
OTU_8057	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
OTU_8113	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_8259	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2
OTU_8264	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_8311	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1
OTU_8325	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5
OTU_8373	0	2	0	0	1	0	0	1	0	4	0	0	0	0	0
OTU_8387	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_8469	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0
OTU_8476	0	0	3	0	0	0	0	0	0	0	0	4	0	0	1
OTU_8495	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5
OTU_8565	0	0	0	0	3	0	2	2	0	0	0	0	0	0	1
OTU_8587	0	0	0	0	0	0	0	0	0	0	0	2	1	3	2
OTU_8686	0	0	4	0	0	0	0	0	0	0	0	0	1	2	1
OTU_8742	0	0	0	0	0	1	2	0	2	2	0	1	0	0	0
OTU_8800	0	1	1	0	0	0	2	2	0	0	0	2	0	0	0
OTU_8822	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_8903	0	0	0	0	0	0	1	0	0	0	0	1	2	0	4
OTU_8929	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3
OTU_8930	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_8953	0	0	0	0	0	0	0	0	0	0	3	0	1	1	3
OTU_8996	0	0	1	0	0	1	2	2	0	2	0	0	0	0	0
OTU_9043	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
OTU_9066	0	0	0	0	0	0	0	0	0	0	3	2	0	2	1
OTU_9074	0	0	0	1	0	0	0	3	0	0	0	0	3	0	1
OTU_9150	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1
OTU_9230	0	0	1	0	0	0	0	2	0	0	0	1	1	3	0
OTU_9256	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3
OTU_9263	0	0	1	0	0	0	0	0	0	0	1	2	1	1	2
OTU_9328	0	0	2	0	0	2	0	3	0	1	0	0	0	0	0
OTU_9339	0	0	5	0	0	0	1	0	0	0	1	0	0	0	1
OTU_9352	0	0	0	0	1	0	0	6	0	1	0	0	0	0	0
OTU_9380	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_9432	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_9489	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0
OTU_9600	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0
OTU_9621	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0
OTU_9651	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1
OTU_9653	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
OTU_9654	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0
OTU_9704	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_9712	0	1	0	0	0	0	0	0	2	2	1	1	0	1	0
OTU_9752	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0
OTU_9867	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_9885	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4
OTU_9905	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
OTU_9957	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0
OTU_10018	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0
OTU_10019	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0
OTU_10026	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0
OTU_10101	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0
OTU_10129	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_10162	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0
OTU_10184	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4
OTU_10222	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0
OTU_10265	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0
OTU_10282	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0
OTU_10303	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0
OTU_10332	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
OTU_10361	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2
OTU_10377	0	0	0	0	0	1	0	0	0	0	1	1	0	0	4
OTU_10398	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0
OTU_10405	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0
OTU_10427	0	0	0	0	0	0	0	0	0	0	3	0	2	1	1
OTU_10537	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0
OTU_10659	0	0	0	0	3	2	0	0	2	0	0	0	0	0	0
OTU_10662	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
OTU_10692	0	2	0	0	0	0	1	0	0	0	2	2	0	0	0
OTU_10735	0	0	0	0	0	0	1	0	0	1	0	1	2	2	0
OTU_10736	0	0	0	0	3	0	1	0	2	0	0	0	1	0	0
OTU_10740	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0
OTU_10851	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0
OTU_10867	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0
OTU_10874	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0
OTU_1090	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
OTU_10916	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_10959	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2
OTU_10965	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4
OTU_10985	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_11066	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0
OTU_11077	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0
OTU_11222	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0
OTU_11233	0	0	0	0	0	0	0	3	2	1	0	0	1	0	0
OTU_11260	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3
OTU_11447	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3
OTU_11448	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0
OTU_11453	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5
OTU_11483	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4
OTU_11600	0	0	1	0	0	0	0	2	0	0	0	2	1	1	0
OTU_11632	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0
OTU_11671	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0
OTU_11676	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3
OTU_11684	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3
OTU_11734	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5
OTU_11834	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5
OTU_11862	0	1	0	0	3	0	1	0	0	0	0	1	1	0	0
OTU_11879	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_11886	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
OTU_11937	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2
OTU_11943	0	0	0	0	0	1	0	3	0	0	1	0	0	1	1
OTU_12018	0	0	0	0	0	0	3	1	0	0	0	1	1	1	0
OTU_12046	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_12086	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
OTU_12100	0	0	1	0	0	0	4	0	0	0	0	1	0	0	1
OTU_12109	0	0	0	0	1	0	0	0	0	2	0	0	3	0	1
OTU_12110	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
OTU_12148	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU_12167	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2
OTU_12180	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
OTU_12207	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_12240	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0
OTU_12309	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2
OTU_12364	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
OTU_12402	0	0	0	0	0	1	0	1	0	0	3	1	1	0	0
OTU_12493	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0
OTU_12545	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_12595	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2
OTU_12600	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0
OTU_12604	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0
OTU_12605	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
OTU_12625	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5
OTU_12735	0	0	0	0	0	0	0	2	2	0	0	1	2	0	0
OTU_12736	0	0	2	0	3	0	1	1	0	0	0	0	0	0	0
OTU_12827	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2
OTU_1283	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0
OTU_12855	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1
OTU_12858	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1
OTU_12869	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
OTU_12934	0	0	0	0	0	3	2	0	0	0	0	0	0	2	0
OTU_12948	0	0	0	0	0	0	4	0	0	0	0	0	1	2	0
OTU_13028	0	0	0	0	0	0	2	0	0	0	1	0	1	3	0
OTU_13058	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
OTU_13060	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0
OTU_13074	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1
OTU_13140	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13203	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_13258	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1
OTU_13265	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
OTU_13308	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
OTU_13351	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0
OTU_13374	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0
OTU_13387	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13393	0	1	0	0	4	0	0	0	0	2	0	0	0	0	0
OTU_13426	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0
OTU_13486	0	0	1	1	0	0	0	3	0	2	0	0	0	0	0
OTU_13502	0	0	0	0	0	0	1	2	2	0	0	0	0	2	0
OTU_13527	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4
OTU_13532	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
OTU_13593	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2
OTU_13610	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0
OTU_13667	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
OTU_13687	0	0	2	1	0	1	0	3	0	0	0	0	0	0	0
OTU_13744	0	0	0	0	0	0	3	1	0	1	0	0	0	2	0
OTU_13748	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0
OTU_13762	0	0	2	0	0	0	0	3	1	1	0	0	0	0	0
OTU_13773	0	0	1	0	0	0	0	0	1	1	4	0	0	0	0
OTU_1380	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0
OTU_13800	0	1	0	0	2	0	1	0	0	0	0	1	1	1	0
OTU_13801	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_13846	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0
OTU_13904	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0
OTU_13909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
OTU_14018	0	0	1	0	0	1	1	2	1	0	0	1	0	0	0
OTU_14021	0	0	0	0	0	0	3	1	0	0	1	0	1	1	0
OTU_1403	0	0	2	0	1	0	0	1	0	2	0	1	0	0	0
OTU_14051	0	0	0	0	0	0	1	2	1	0	1	2	0	0	0
OTU_14056	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0
OTU_14125	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1
OTU_14147	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1
OTU_14149	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
OTU_14160	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0
OTU_14204	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0
OTU_14329	0	0	0	0	3	1	1	0	2	0	0	0	0	0	0
OTU_14361	0	2	0	0	0	0	0	1	2	1	0	0	0	0	1
OTU_14362	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_14374	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_14379	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0
OTU_14411	0	1	0	4	0	0	0	0	1	1	0	0	0	0	0
OTU_14413	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0
OTU_14434	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0
OTU_14441	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0
OTU_14451	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14508	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2
OTU_14509	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4
OTU_14513	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0
OTU_14595	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
OTU_14671	0	0	0	0	0	1	0	0	0	0	3	0	2	0	1
OTU_14690	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0
OTU_14692	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0
OTU_14714	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0
OTU_14746	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_14758	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5
OTU_14762	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0
OTU_14785	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1
OTU_14795	0	2	0	0	0	0	1	0	0	0	0	0	3	0	1
OTU_14803	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1
OTU_14846	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1
OTU_14849	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4
OTU_14872	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0
OTU_14874	0	0	0	0	0	0	0	2	1	0	0	1	0	0	3
OTU_14877	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
OTU_14899	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
OTU_14902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_14932	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0
OTU_15052	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0
OTU_15067	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0
OTU_15070	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0
OTU_15103	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4
OTU_15125	0	0	0	0	0	1	0	1	0	0	3	2	0	0	0
OTU_15128	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_15154	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2
OTU_15203	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0
OTU_15233	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2
OTU_1528	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0
OTU_1654	0	0	0	0	0	0	1	0	0	0	2	0	1	0	3
OTU_1811	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2073	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
OTU_2100	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0
OTU_2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_2426	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0
OTU_2455	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_2543	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0
OTU_258	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0
OTU_2685	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
OTU_2891	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0
OTU_2896	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_3328	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_3368	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
OTU_3438	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4
OTU_3506	0	0	0	0	0	1	3	2	0	0	0	0	1	0	0
OTU_3552	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0
OTU_3808	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0
OTU_3852	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
OTU_4016	0	0	0	0	0	1	0	0	1	0	2	1	1	1	0
OTU_4017	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0
OTU_4042	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0
OTU_4124	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4130	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU_4132	0	0	0	0	0	4	0	0	0	0	0	2	1	0	0
OTU_4274	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0
OTU_4530	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_4560	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_4721	0	0	0	1	0	0	0	0	0	1	4	0	0	0	1
OTU_4858	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0
OTU_4947	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_5006	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0
OTU_5076	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_5275	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_5290	0	0	0	0	1	1	0	0	0	0	0	0	3	1	1
OTU_5385	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0
OTU_5391	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_5405	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5
OTU_5414	0	0	0	0	0	0	0	3	0	0	0	1	1	2	0
OTU_5483	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0
OTU_5536	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0
OTU_5649	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4
OTU_5734	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0
OTU_5749	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0
OTU_5835	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0
OTU_5860	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1
OTU_6056	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_6176	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0
OTU_6180	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2
OTU_6282	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_6305	0	1	3	2	0	1	0	0	0	0	0	0	0	0	0
OTU_6368	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0
OTU_6408	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_6485	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2
OTU_6487	0	0	0	0	2	1	1	1	0	1	0	1	0	0	0
OTU_6570	0	0	0	0	0	2	0	0	0	0	1	2	0	2	0
OTU_6728	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0
OTU_6736	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0
OTU_6758	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0
OTU_6786	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1
OTU_6802	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
OTU_6859	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0
