"","Kingdom","Phylum","Class","Order","Famiy","Genus","N Patients","N Control","","BC-OA in Patients","BC-OA in Control","Beta","SE","P","FDR","FC","FC lower","FC upper","NA"
"k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760","Bacteria","Firmicutes","CFGB3068","OFGB3068","FGB3068","GGB9760",5,3,"",0.00344638669717453,0.000355661321533886,-9.05546063060624,2.01372181933281,6.89586446341396e-06,0.00157956969452015,0.000116751754860142,2.25501170012283e-06,0.00604474569341709,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","GGB9787",1,1,"",4.07204501424606e-05,6.26681181438845e-05,-2.72710768909226,1.6630352506954,0.101038943651946,0.347292226834142,0.0654081971889799,0.00251204835626683,1.70308515313391,""
"k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767","Bacteria","Firmicutes","CFGB3069","OFGB3069","FGB3069","GGB9767",1,1,"",5.42177666938931e-05,7.80224224920057e-05,-3.61609849145318,2.22352746412963,0.103888168195593,0.347292226834142,0.0268873734390906,0.000344225937493447,2.10016379276148,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB35068",0,2,"",1.5579749128273e-05,0.000104620217413258,1.67023932432106,1.0324124672903,0.105705198009573,0.347292226834142,5.31343928027495,0.702374099543076,40.1960109342519,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum",2,2,"",0.000113538960580385,0.000143329304666503,3.6938664603151,2.28904089870634,0.106588611668265,0.347292226834142,40.1999784805487,0.452642023431862,3570.23472452695,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3277","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","GGB3277",1,1,"",6.02059815201241e-05,9.56614130837861e-05,-4.06161282858371,2.51736198316573,0.106648921999868,0.347292226834142,0.0172212218264327,0.000123948758509945,2.3926861774207,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter",2,5,"",7.78820406894064e-05,0.00167080626707286,5.6078031932941,3.47778298949069,0.106860799945383,0.347292226834142,272.544851520207,0.298599679832115,248763.482037004,""
"k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096","Bacteria","Bacteroidetes","CFGB529","OFGB529","FGB529","GGB1096",2,1,"",0.000112290367155074,6.03976648477278e-05,-3.00450147551551,1.87297033189838,0.108683802886866,0.347292226834142,0.0495634567672814,0.00126141228319254,1.94744912464691,""
"k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495","Bacteria","Bacteroidetes","CFGB629","OFGB629","FGB629","GGB1495",1,1,"",6.81454804215476e-05,9.08117336316507e-05,-4.30350972437234,2.68419483111936,0.108873356824989,0.347292226834142,0.0135210205821305,7.01740766679889e-05,2.60520702605542,""
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus",1,1,"",4.93249400330761e-05,6.44278616469852e-05,-3.2066553732784,2.02114705895471,0.112614093952808,0.35465949701214,0.0404918170562303,0.000770783052294106,2.12717086038058,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Intestinimonas",6,6,"",0.00455214897665588,0.00372750966003786,-4.12192469511974,2.60802592177141,0.113997695468188,0.35465949701214,0.0162132787734928,9.76954567746364e-05,2.69071272365694,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",10,10,"",13.4365603882657,81.9614317388615,1.48061759496856,0.948032177919773,0.118339849740817,0.358042354547073,4.39565958002742,0.685555737683512,28.1841753797804,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3278","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","GGB3278",2,1,"",8.06348984081031e-05,8.45531626013037e-05,-2.24845756929431,1.4402915393166,0.118497136601006,0.358042354547073,0.105561921003922,0.00627344905944751,1.7762667809117,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium",10,10,"",5.18830004337007,14.3845147895707,1.31231633060826,0.842568740464693,0.119347451515691,0.358042354547073,3.71476838602953,0.712398095660525,19.3704955781075,""
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",2,6,"",0.000135480099410729,0.0236607296430255,5.68324618281965,3.69801825476169,0.124333567916282,0.368612460175331,293.901942507544,0.209115280757091,413065.709483207,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae unclassified",6,9,"",0.0140768062000475,1.4239520239849,3.41972188131721,2.24709643029571,0.128049103638141,0.375213652521065,30.5609142777734,0.373593443588639,2499.96218488727,""
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342","Bacteria","Firmicutes","CFGB2982","OFGB2982","FGB2982","GGB9342",2,3,"",0.000126213451518822,0.000321189559756654,-3.14619335921765,2.08537355841909,0.131376658251344,0.380539285969411,0.0430155603897864,0.000721971037805337,2.56289842494521,""
"k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994","Bacteria","Firmicutes","CFGB8822","OFGB8822","FGB8822","GGB42994",2,3,"",0.000160310068841047,0.000568956854591122,4.8320719400979,3.24161455902214,0.136056716143976,0.388174556215256,125.470659211864,0.218385682061804,72087.5387728228,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella",5,2,"",0.00112093507736094,0.000166041564400855,-2.4820557079558,1.68531605195998,0.140817419839656,0.388174556215256,0.0835712508026358,0.00307246481001936,2.27314367863275,""
"k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9357","Bacteria","Actinobacteria","CFGB2987","OFGB2987","FGB2987","GGB9357",2,0,"",7.02394422181305e-05,2.7091970264003e-05,-1.24361023801158,0.84463213053321,0.140921236490829,0.388174556215256,0.288341355658725,0.0550733572714704,1.50963626519607,""
"k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480","Bacteria","Firmicutes","CFGB3012","OFGB3012","FGB3012","GGB9480",3,0,"",0.000420485376329835,2.7091970264003e-05,-3.17157478677934,2.15448671999279,0.140999529262487,0.388174556215256,0.0419375032489357,0.00061470458327321,2.86113724643046,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Sanguibacteraceae","Sanguibacter",4,2,"",0.00096066735686613,0.000204276312063425,-3.65608287140183,2.48808551543418,0.14171452052303,0.388174556215256,0.0258335079643923,0.000196916558148389,3.38910115036345,""
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Saccharimonales|f__Candidatus_Sacchiramonaceae|g__Candidatus_Nanosynsacchari","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonia","Candidatus Saccharimonales","Candidatus Sacchiramonaceae","Candidatus Nanosynsacchari",5,1,"",0.00145548554108432,5.01961562103762e-05,-3.66775564644402,2.53377543691411,0.147744156833947,0.39847474043873,0.0255337123646839,0.000177959332514357,3.66359245065056,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter",6,5,"",0.0197866581371416,0.00606104206535356,-5.2229378901931,3.62931667452766,0.150123108108117,0.39847474043873,0.00539146630025986,4.38904641388028e-06,6.62283013797962,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9642",2,0,"",0.000142349136523629,2.7091970264003e-05,-2.72979354831976,1.89732432464385,0.150218652149521,0.39847474043873,0.0652327556900574,0.00158281681548951,2.68844276436543,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia",2,0,"",8.7489112120359e-05,2.7091970264003e-05,-2.07202778558392,1.45198047375122,0.153569641615571,0.403120309240873,0.125930163253297,0.00731440553684009,2.16810592974766,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9618",1,1,"",3.08032441214678e-05,6.46262410244764e-05,-2.09801003206922,1.48163558890297,0.156772730412554,0.407285856329522,0.12270035524107,0.00672437841798095,2.23892473630377,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3653",2,0,"",6.34898673688776e-05,2.7091970264003e-05,-1.78668695387147,1.29864637810275,0.168881351636577,0.431332432270287,0.167514233723868,0.0131407938241603,2.13541273651995,""
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9818",1,1,"",2.6241873559013e-05,6.08403445710637e-05,-1.66091921300177,1.20884970318982,0.169452026963327,0.431332432270287,0.189964282183468,0.0177696269327485,2.03079269148721,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Intestinibacillus",2,0,"",5.17783709829418e-05,2.7091970264003e-05,-1.34305042593456,0.981932700493629,0.171386524755914,0.431894042384903,0.261048144774107,0.0380962845909663,1.78878687571969,""
"k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581","Bacteria","Firmicutes","CFGB9581","OFGB9581","FGB9581","GGB9581",2,2,"",0.000146011140774139,0.000231783216949257,-3.5086476602084,2.60603406678603,0.178187973954533,0.44458781620339,0.0299373725743743,0.000181097602607893,4.94896820140365,""
"k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB51441","Bacteria","Firmicutes","CFGB9718","OFGB9718","FGB9718","GGB51441",1,2,"",4.02998267679802e-05,0.000110989262084389,1.33170471340914,1.00575647832185,0.185475593644558,0.458233819592438,3.78749448000173,0.527514996790369,27.1937566198602,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB6574",1,2,"",4.95995906250845e-05,0.000211678368351136,-2.12455820506848,1.61317261781161,0.187836574245242,0.459561327279622,0.119485744804102,0.00506006203448013,2.82147592541476,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter",10,10,"",6.40295798310131,8.89585288742998,1.92536680631969,1.49318801977472,0.197247385993233,0.477945589137448,6.85766363897806,0.367408227560412,127.998087842573,""
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus","Bacteria","Firmicutes","Firmicutes unclassified","Firmicutes unclassified","Firmicutes unclassified","Negativibacillus",1,2,"",3.50881525204709e-05,0.000207917784071431,-1.96291460199758,1.53713654743626,0.201604261332691,0.482137183690045,0.140448472394655,0.00690366923885993,2.85728830792736,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor",7,5,"",0.0123523674035072,0.000964449113129767,-3.03165365353776,2.3803735420007,0.202803735996606,0.482137183690045,0.0482358068250003,0.000454103325841145,5.1237084770277,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Hydrogenoanaerobacterium",5,7,"",0.00424989980495761,0.0168731627435194,-3.35174253909418,2.68439684835864,0.211810780617737,0.498844081454857,0.0350232714771164,0.000181698768202648,6.75089631643369,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacteriaceae unclassified",6,6,"",0.00505110101114441,0.00492910335653855,-3.08232686066005,2.49142353042314,0.216022127458866,0.504051630737354,0.0458524401844918,0.000347232150433807,6.05487213164377,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1364","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","GGB1364",2,0,"",0.000116726310924024,2.7091970264003e-05,-2.63122856428518,2.13901560156923,0.21865520120857,0.505514777106052,0.071989963588601,0.0010876899502462,4.76473544351039,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera",3,2,"",0.000605904540048918,0.000223021787542444,-4.53342033702717,3.74645214387748,0.226257052804508,0.50941156757793,0.0107438655153362,6.95210171527642e-06,16.6037050289388,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9531","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB9531",0,2,"",1.5579749128273e-05,0.000234975268774878,-1.74356570696701,1.44571137344192,0.227807411635586,0.50941156757793,0.17489566078318,0.0102840616081867,2.97435909334061,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enorma",1,1,"",3.93756445820835e-05,6.45233898828122e-05,2.13982331500799,1.7797720256617,0.229246575192863,0.50941156757793,8.49793603847476,0.2596216616326,278.154436189543,""
"k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561","Bacteria","Firmicutes","CFGB3048","OFGB3048","FGB3048","GGB9561",2,2,"",8.40904062053653e-05,0.000123238104873326,-1.69136995845888,1.40914480551182,0.230030165072688,0.50941156757793,0.18426691298307,0.0116401636527619,2.91699466031595,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Waltera",4,4,"",0.00110406030882339,0.00116069612491175,-3.41542272673147,2.85525310669256,0.23162276216527,0.50941156757793,0.0328625119026245,0.000121972028287737,8.85403566465671,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor",10,10,"",2.18368003624921,1.2369697998913,1.5929179470669,1.33407812971223,0.232469564569294,0.50941156757793,4.91807870472586,0.359919390756786,67.2025424776922,""
"k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3815","Bacteria","Firmicutes","CFGB1507","OFGB1507","FGB1507","GGB3815",0,2,"",1.5579749128273e-05,0.000173263275003526,-1.44736069644882,1.22592371858491,0.237750266805549,0.5138806817341,0.23519020800672,0.0212760939811255,2.59983970701177,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII Incertae Sedis","Mogibacterium",4,0,"",0.000339189670517798,2.7091970264003e-05,-2.38445674147534,2.02888627024581,0.239893104713891,0.5138806817341,0.092139021294028,0.00172751066072097,4.9143541849277,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Mesosutterella",0,3,"",1.5579749128273e-05,0.000303769213348367,1.39352173156401,1.18757094855047,0.240626668431047,0.5138806817341,4.02901420367951,0.392932543220554,41.312321245786,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB51959","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB51959",1,1,"",4.17836610038068e-05,5.25380335929491e-05,1.60136476420185,1.38366214449138,0.247134298342568,0.523343220019555,4.95979676055054,0.329356990493089,74.6897276087537,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9646",2,0,"",6.533931843863e-05,2.7091970264003e-05,-1.46738762646357,1.27848783547276,0.251070745808385,0.523589320585384,0.230526921685933,0.0188126872320156,2.82483097531933,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus",7,7,"",0.00889922161310925,0.0101445865922469,-2.84026305162566,2.47638101263444,0.25140598329695,0.523589320585384,0.0584102990193274,0.000455566054509604,7.48906332628282,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Agathobaculum",8,8,"",0.113390930395638,0.0988385065837631,-3.47934737434641,3.07085402946521,0.257204713810035,0.528533549150616,0.0308275233016892,7.49850894070991e-05,12.6736688644425,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9724",0,2,"",1.5579749128273e-05,0.000173967574050217,-1.45130467852978,1.28298817488644,0.257974708513991,0.528533549150616,0.234264448829541,0.0189498075854529,2.89606275620118,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter",1,1,"",2.79447102859107e-05,4.88452607838293e-05,1.58678037297483,1.42055074652606,0.263986743611591,0.533949033108962,4.88798607462368,0.301948414166383,79.1274494077969,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas",5,6,"",0.00255311709448946,0.0110821187506462,-3.27372612644446,2.94685714965428,0.266602262657576,0.533949033108962,0.0378650738357577,0.000117441979271896,12.208273612862,""
