"","Kingdom","Phylum","Class","Order","Famiy","Genus","N Patients","N Control","","BC-OA in Patients","BC-OA in Control","Beta","SE","P","FDR","FC","FC lower","FC upper","NA"
"k__Bacteria|p__Proteobacteria|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB97702","Bacteria","Proteobacteria","CFGB3069","OFGB3069","FGB3069","GGB9770",3,0,"",2.405e-05,0,-0.843362114894811,0.594633538378197,0.175290089638338,0.588974701184815,0.557343199265761,0.248472165223268,1.25016595516311,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia2","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia",2,0,"",4.7e-05,0,-0.358750022705667,0.255030006943697,0.178643629809918,0.592344667264465,0.779839954598533,0.551484087354882,1.10275231639983,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB47162","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB4716",1,1,"",1.61e-06,5.377e-05,1.2793061084291,0.927615314507356,0.18682797006078,0.609922862948151,2.42722206946152,0.6883337203087,8.55893994534933,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia",10,10,"",0.00993021,0.01395206,2.35382274704864,1.71475593573076,0.18878564805538,0.609922862948151,5.11176937006051,0.497545756346076,52.5181568919131,""
"k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB414582","Bacteria","Firmicutes","CFGB15212","OFGB15212","FGB15212","GGB41458",2,3,"",0.00017004,3.18e-05,-2.64055887377355,1.95031385457482,0.194579828554123,0.620685022729609,0.160366102254957,0.0113341968250649,2.26899948442531,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter",8,9,"",0.01560392,0.00417151,-2.91846686106402,2.20980967117592,0.205185548315033,0.627739433632202,0.132267740138741,0.00657089763900028,2.66246044947845,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter",6,5,"",0.02917956,0.0045626,-4.40692177529921,3.34713779162393,0.206513438057286,0.627739433632202,0.0471394332852553,0.000499470867455966,4.44896052050712,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96422","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9642",2,0,"",0.00053241,0,-0.294607961010011,0.224737363103365,0.208396105367826,0.627739433632202,0.815293850841984,0.600779215424297,1.10640322793342,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB94242","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9424",1,1,"",0.0001343,2.32e-06,-1.36858669050254,1.055194313051,0.213023530978769,0.627739433632202,0.387270444943164,0.0923485075359686,1.62404787611821,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96342","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9634",1,2,"",4.111e-05,0.0044332,-1.51245777204124,1.1670418854191,0.213367677978068,0.627739433632202,0.350513575864356,0.0718006210205098,1.71112401423552,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",10,10,"",0.0637676,0.15514124,2.13895717524677,1.65341966546486,0.214148595140046,0.627739433632202,4.40443564981359,0.465952446471559,41.6331184442723,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Lactonifactor",2,3,"",1.57e-06,2.661e-05,1.49622901710036,1.1568010103316,0.214228536874481,0.627739433632202,2.82104370511897,0.585970132851531,13.5813877534399,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB29822","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB2982",4,3,"",0.00038367,5.148e-05,-1.56217387829315,1.22794321526303,0.22148578096948,0.641053882553369,0.338640427867228,0.0638600467723284,1.79576034128103,""
"k__Bacteria|p__Fusobacteria|c__CFGB76375|o__OFGB76375|f__FGB76375|g__GGB43862","Bacteria","Fusobacteria","CFGB76375","OFGB76375","FGB76375","GGB4386",1,1,"",0.00018364,0.00180792,0.838733538389247,0.666639543553802,0.226388380198141,0.641053882553369,1.78847944606558,0.723026300957792,4.42398668590864,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella",7,9,"",0.0026574,0.001289,3.06738463329963,2.44308250958912,0.227310304567576,0.641053882553369,8.3825235624551,0.303326387609065,231.653770148334,""
"k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB26532","Bacteria","Firmicutes","CFGB1011","OFGB1011","FGB1011","GGB2653",4,3,"",3.875e-05,3.042e-05,-1.13009069944346,0.903408942059174,0.228947815197632,0.641053882553369,0.456887000610809,0.133899991493344,1.55896747265678,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella2","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella",10,8,"",0.0023856,0.00041086,-1.95105083277144,1.58445002215375,0.235976149335801,0.648815694508625,0.258627782574734,0.0300482987845956,2.22602718373575,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",10,10,"",0.09877845,0.18202323,1.82868144489735,1.49640279896972,0.239387087506071,0.648815694508625,3.55212276827417,0.465138401865745,27.1264985008346,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella",2,3,"",0.0009145,0.00233238,-1.09927811471539,0.900670807820819,0.239954625955904,0.648815694508625,0.466749986321462,0.13730033988339,1.58670801482437,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas",5,6,"",0.0008933,0.00183091,-2.16253597354475,1.78854927475001,0.2441886623794,0.648815694508625,0.223363293799428,0.0196668191259115,2.5368190299364,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter2","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Sanguibacteraceae","Sanguibacter",4,2,"",0.00113162,0.00021869,-2.46016136187368,2.03652641944529,0.244593218167934,0.648815694508625,0.181726237897868,0.0114242784286862,2.89072309876382,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces2","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces",8,4,"",0.00252617,5.843e-05,-3.07784231527088,2.65505278898033,0.263367174101304,0.669854234633101,0.118434202824928,0.00321326174218049,4.3652405325866,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales unclassified","Lawsonibacter",7,5,"",0.00153257,8.822e-05,-1.80418857192968,1.55767085290861,0.263754899364744,0.669854234633101,0.286342044823785,0.0345008700886425,2.37651301034456,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","Intestinimonas",6,6,"",0.00061911,0.00030444,-2.45931265250258,2.12558927129554,0.264253574526364,0.669854234633101,0.181833175352884,0.0101282755860812,3.26445537326709,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter2","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",5,0,"",0.00471436,0,-1.30838310054843,1.13981771234569,0.267888819953209,0.669854234633101,0.403773154599089,0.0858269287169587,1.89955253918675,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella",8,5,"",0.00533876,0.01787098,3.55865043761965,3.17184119297718,0.278439098198982,0.669854234633101,11.7831261106276,0.158421681382526,876.408202004266,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus",8,10,"",0.0130633,0.02315686,2.18845997545387,1.95108892440841,0.278558874422544,0.669854234633101,4.55818656700003,0.321819953411229,64.5611453216204,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter",1,1,"",1.48e-06,1.85e-06,0.28881535705517,0.257688567958985,0.278917569523631,0.669854234633101,1.2216367408113,0.860797482600067,1.73373686223177,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor",10,10,"",0.02316944,0.00902991,1.99072783428925,1.77645754699791,0.278990160723087,0.669854234633101,3.97437453325049,0.355734065974023,44.4029808820825,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus",7,7,"",0.00052809,0.00036013,-2.42995611346817,2.17503152026632,0.280402729071625,0.669854234633101,0.185571091283042,0.00966497761801043,3.56303255744818,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lacrimispora",8,10,"",0.00292226,0.00109311,2.04257692162893,1.83134295411846,0.281175622089075,0.669854234633101,4.11980748078112,0.342255286693703,49.5910927853386,""
"k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB94802","Bacteria","Firmicutes","CFGB3012","OFGB3012","FGB3012","GGB9480",3,0,"",0.00128446,0,-0.997518487870197,0.898017516539304,0.283068787429789,0.669854234633101,0.500860766638106,0.147866503684031,1.69654046932337,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia2","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",5,0,"",0.00029773,0,-1.07534840594619,0.973400023574964,0.28561148688203,0.669854234633101,0.47455644286881,0.126463025734649,1.78078783233316,""
"k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB31092","Bacteria","Firmicutes","CFGB1292","OFGB1292","FGB1292","GGB3109",1,2,"",0.00011937,8.477e-05,1.17034204246741,1.06274156526584,0.287080386271329,0.669854234633101,2.25065050334037,0.531215288887121,9.53554574605367,""
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB93422","Bacteria","Firmicutes","CFGB2982","OFGB2982","FGB2982","GGB9342",2,3,"",0.00031803,0.00017929,-2.65745205157535,2.44968895860118,0.294080717068239,0.671024735874317,0.158499253251533,0.00568413915576718,4.41966894068815,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB97242","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9724",0,2,"",0,9.755e-05,-0.212268944902834,0.196798216980524,0.296753685209095,0.671024735874317,0.863178631194653,0.660672202264896,1.12775646802881,""
"k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB91972","Bacteria","Firmicutes","CFGB2889","OFGB2889","FGB2889","GGB9197",1,1,"",3.502e-05,0.00019794,-0.576273407832881,0.535396277287164,0.297733687353214,0.671024735874317,0.670693995924104,0.324063825198891,1.38809210158697,""
"k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB92962","Bacteria","Firmicutes","CFGB2954","OFGB2954","FGB2954","GGB9296",0,2,"",0,1.566e-05,-0.2185072607823,0.203540945113131,0.29895810581209,0.671024735874317,0.859454243514635,0.651823145605734,1.13322394529099,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium",10,9,"",0.08969678,0.02103565,-2.84090594787233,2.69234286109782,0.307016745814105,0.671024735874317,0.139573219003939,0.00359972408319545,5.41171573512066,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacteriaceae unclassified",6,6,"",0.00226442,0.00050645,-3.32372774561869,3.16357531555427,0.309041802136754,0.671024735874317,0.0998753354878035,0.00135796747019061,7.34559763600311,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96182","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9618",1,1,"",4.09e-06,2.741e-05,-0.60016259804428,0.571405534698489,0.309174140580985,0.671024735874317,0.659679602418651,0.30352401099219,1.43374877138938,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenellaceae unclassified",2,2,"",1e-06,2.777e-05,1.51783913876317,1.44670137522005,0.309688988979529,0.671024735874317,2.86361816970655,0.401175231861499,20.4407161025947,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Butyricicoccus",2,3,"",0.00307586,0.00348094,1.16645739409699,1.12423341621218,0.314902943490979,0.671024735874317,2.24459847897339,0.487326269358335,10.3384993762875,""
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB800552","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","GGB80055",1,1,"",0.00012231,2.261e-05,-0.56116195712207,0.544710179289681,0.318237396890804,0.671024735874317,0.677756074149254,0.323358421979937,1.4205700696879,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII Incertae Sedis","Mogibacterium",4,0,"",7.317e-05,0,-1.14524914452973,1.11176885656704,0.318277615960755,0.671024735874317,0.45211160515453,0.0998346127787997,2.04743523138913,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia",1,1,"",0.00052649,0.0042837,-0.62737022070813,0.61262479421508,0.321037337781187,0.671024735874317,0.647355355436303,0.28163239242379,1.48799984478157,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia2","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia",5,2,"",0.00020574,3.13e-05,-0.811768252164242,0.799440726301453,0.325015504036084,0.671024735874317,0.569683192525602,0.19228630557946,1.68779018801237,""
"k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB10962","Bacteria","Bacteroidetes","CFGB529","OFGB529","FGB529","GGB1096",2,1,"",0.00023366,1.393e-05,-0.875852476097413,0.86359146406108,0.325580615169485,0.671024735874317,0.544931775680004,0.168580346030878,1.7614784115544,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33632","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB3363",3,1,"",6.505e-05,0.00087485,1.84033629460214,1.83284805276963,0.330281926846581,0.671024735874317,3.58093490828661,0.296880473279996,43.1927862271084,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB796342","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB79634",2,1,"",1.214e-05,1.964e-05,1.22331138075415,1.22013412710451,0.330974756121534,0.671024735874317,2.33482007976125,0.444991132271606,12.2505470547871,""
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus2","Bacteria","Firmicutes","Firmicutes unclassified","Firmicutes unclassified","Firmicutes unclassified","Negativibacillus",1,2,"",1.013e-05,0.00039833,-0.927973118300188,0.932272825081774,0.334363981724226,0.671024735874317,0.525596247874062,0.148113201910745,1.86513701827718,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",2,1,"",0.04140285,5.63e-06,-2.56141156451351,2.61137702378592,0.341258587494049,0.671024735874317,0.169409705639048,0.00487726970595834,5.88436770877113,""
"k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB38182","Bacteria","Firmicutes","CFGB1507","OFGB1507","FGB1507","GGB3818",4,1,"",0.00054118,1.664e-05,-1.29261571563055,1.3209370552917,0.342362825809881,0.671024735874317,0.408210241772431,0.0678431824042266,2.45618786711758,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB350682","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB35068",0,2,"",0,7.64e-06,0.30057518511471,0.307790065308317,0.343322593550286,0.671024735874317,1.23163535363509,0.810737430713066,1.87104429480905,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB95312","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB9531",0,2,"",0,0.00046957,-0.300901520453526,0.308241317539358,0.343500757649948,0.671024735874317,0.811744989464739,0.534012529459361,1.23392222386283,""
"k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB38152","Bacteria","Firmicutes","CFGB1507","OFGB1507","FGB1507","GGB3815",0,2,"",0,0.00010708,-0.315691629663684,0.328877594264337,0.351384832535219,0.68114598306827,0.80346571601061,0.513952980999165,1.25606267629663,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus",4,6,"",0.00249118,0.00180078,-2.34509899530408,2.48468383829462,0.359295676071266,0.686539224617466,0.196813488668803,0.00673045932664432,5.75526088815963,""
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB98182","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9818",1,1,"",8.2e-07,1.483e-05,-0.739406335345214,0.783953540892186,0.359615784323435,0.686539224617466,0.598985782444894,0.206475817022412,1.73765612237377,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB34442","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","GGB3444",3,1,"",2.473e-05,5.17e-06,-0.673134304299395,0.729332993372239,0.369745294787425,0.700570032228804,0.627142717167677,0.232833899589604,1.68922132210862,""
